node_idx,xgb_score,tgn_score,dyg_score,ensemble_score,risk_level
258,0.21530062,0.20476857,0.5781332,0.35727406,LOW
259,0.42185387,0.31833625,0.77853435,0.53347075,MEDIUM
260,0.35238972,0.2845156,0.7004815,0.47126418,LOW
261,0.28815588,0.25528887,0.73333263,0.45636648,LOW
262,0.38847077,0.4329067,0.6698806,0.5143655,MEDIUM
263,0.38335633,0.02435014,0.4770922,0.31314883,LOW
264,0.5095996,0.3720887,0.7804145,0.5766723,MEDIUM
265,0.2088845,0.63108176,0.8507468,0.5922886,MEDIUM
266,0.30703875,0.14937605,0.76814353,0.44418186,LOW
267,0.40881446,0.37813687,0.6304824,0.48827836,LOW
268,0.36373577,0.41656542,0.84248376,0.5710839,MEDIUM
269,0.24240236,0.18802825,0.7641202,0.43477726,LOW
270,0.36147994,0.26612222,0.69761103,0.46732506,LOW
271,0.22945689,0.2020642,0.78781044,0.4445805,LOW
272,0.33858034,0.44507453,0.7122549,0.51999843,MEDIUM
273,0.36061722,0.47177604,0.8423344,0.58665174,MEDIUM
274,0.38520885,0.2740148,0.72449154,0.48756373,LOW
275,0.37882334,0.342818,0.66899323,0.4840897,LOW
276,0.56313497,0.37708196,0.716782,0.5687779,MEDIUM
277,0.41133636,0.37141797,0.763165,0.5400923,MEDIUM
278,0.40651336,0.6808546,0.9943541,0.72395205,MEDIUM
279,0.34534994,0.20655294,0.5482053,0.384853,LOW
280,0.41246587,0.45349652,0.8608028,0.6041099,MEDIUM
281,0.28454325,0.24345692,0.5478331,0.37753332,LOW
282,0.40868962,0.32405117,0.8096885,0.54369766,MEDIUM
283,0.6794649,0.3356441,0.98718137,0.69940525,MEDIUM
284,0.34972525,0.26522487,0.6264528,0.43506616,LOW
285,0.23463398,0.31896004,0.99485683,0.564021,MEDIUM
286,0.42081556,0.27886823,0.62335664,0.45924783,LOW
287,0.54497224,0.5498662,0.66945183,0.5962323,MEDIUM
288,0.19851972,0.01673126,0.21133143,0.14910787,LOW
289,0.36653683,0.29373243,0.63854295,0.45349798,LOW
290,0.24021772,0.21974221,0.55833083,0.36132032,LOW
291,0.040858056,0.05950079,0.3157095,0.15639147,LOW
292,0.4546572,0.4243297,0.75704134,0.5665126,MEDIUM
293,0.41516674,0.29798472,0.49800652,0.41314805,LOW
294,0.35230702,0.36081958,0.69098455,0.49033183,LOW
295,0.39215693,0.42909658,0.6091259,0.4900264,LOW
296,0.28288832,0.22633971,0.9073519,0.51570916,MEDIUM
297,0.32405445,0.27037227,0.62963647,0.43018264,LOW
298,0.38626063,0.24728659,0.59949064,0.42986044,LOW
299,0.4220222,0.46973214,0.63352257,0.5209353,MEDIUM
300,0.4195075,0.4242525,0.9930622,0.6503529,MEDIUM
301,0.328793,0.34051824,0.6546515,0.462654,LOW
302,0.38004628,0.3632644,0.61210287,0.46783435,LOW
303,0.39142027,0.30063894,0.59091675,0.44398448,LOW
304,0.3283438,0.31653363,0.66581917,0.45979092,LOW
305,0.37999868,0.34876618,0.7208412,0.506966,MEDIUM
306,0.23644654,0.21165857,0.5747206,0.3643198,LOW
307,0.23825783,0.17195314,0.53245294,0.3360445,LOW
308,0.49244317,0.27351674,0.75030226,0.5299089,MEDIUM
309,0.35557947,0.4393443,0.7669564,0.5452597,MEDIUM
310,0.4281613,0.32864922,0.99351466,0.624449,MEDIUM
311,0.25028506,0.19606592,0.56342894,0.3592769,LOW
312,0.12831777,0.16884446,0.5200014,0.29714924,LOW
313,0.23369221,0.2073637,0.5630914,0.35755336,LOW
314,0.32101062,0.3007609,0.6470276,0.4453425,LOW
315,0.36265343,0.32095078,0.6182447,0.45237917,LOW
316,0.5850482,0.5020967,0.68600804,0.6005467,MEDIUM
317,0.36090738,0.27129164,0.6028938,0.43081725,LOW
318,0.22010206,0.24219729,0.56908834,0.36632514,LOW
319,0.344665,0.3012903,0.66338265,0.45913965,LOW
320,0.35848287,0.30752915,0.98566204,0.5940684,MEDIUM
321,0.35616356,0.33313835,0.62899715,0.45838946,LOW
322,0.36423036,0.33566472,0.6265032,0.46056983,LOW
323,0.20193845,0.2416562,0.99146783,0.5296655,MEDIUM
324,0.17303985,0.16125281,0.5938845,0.33784163,LOW
325,0.35370183,0.25522426,0.68166953,0.45534566,LOW
326,0.38213345,0.36203572,0.70835394,0.50659233,MEDIUM
327,0.38841105,0.28691494,0.57320803,0.431881,LOW
328,0.23993585,0.20128228,0.60905176,0.37598616,LOW
329,0.22109213,0.19588973,0.57236546,0.35404074,LOW
330,0.025015196,0.012380787,0.43142444,0.18378858,LOW
331,0.5227815,0.718767,0.93189794,0.74522376,MEDIUM
332,0.21396305,0.20001747,0.5411292,0.34064585,LOW
333,0.6399373,0.042682666,0.98754686,0.59980476,MEDIUM
334,0.20221953,0.23934875,0.5278668,0.3436172,LOW
335,0.38434404,0.3246623,0.6706951,0.48097998,LOW
336,0.014157105,0.73716474,0.49286756,0.4225436,LOW
337,0.38983774,0.46392882,0.657203,0.5190112,MEDIUM
338,0.64815545,0.36994225,0.78769857,0.62050873,MEDIUM
339,0.46706754,0.37122807,0.8029284,0.5726601,MEDIUM
340,0.1878091,0.10878365,0.6942489,0.3666774,LOW
341,0.4022329,0.42003173,0.96006924,0.6307071,MEDIUM
342,0.41351497,0.809503,0.78567845,0.6811768,MEDIUM
343,0.3708979,0.24112979,0.5716213,0.41225684,LOW
344,0.3476869,0.25209653,0.63576436,0.4342408,LOW
345,0.03292408,0.025480086,0.5766693,0.24818896,LOW
346,0.38654366,0.30556798,0.6273988,0.458593,LOW
347,0.00072645984,0.0037967418,0.1600672,0.065383844,LOW
348,0.4131809,0.52811265,0.98533845,0.67652345,MEDIUM
349,0.2786152,0.3513092,0.6147688,0.43488485,LOW
350,0.20032167,0.15465628,0.5532087,0.32777688,LOW
351,0.27043265,0.24102055,0.6302792,0.40554762,LOW
352,0.1932414,0.17265898,0.55297935,0.33096188,LOW
353,0.4929723,0.3994006,0.65618205,0.53018475,MEDIUM
354,0.47180384,0.53549755,0.7254621,0.5923753,MEDIUM
355,0.39220318,0.46021634,0.84484357,0.59366333,MEDIUM
356,0.28767264,0.2846481,0.8259417,0.50207293,MEDIUM
357,0.2415554,0.20134388,0.5889238,0.36843932,LOW
358,0.03187901,0.0019762735,0.022361372,0.019101135,LOW
359,0.32194823,0.2868777,0.97164583,0.5713061,MEDIUM
360,0.19474688,0.18752573,0.5926724,0.35175076,LOW
361,0.28922936,0.27164584,0.6311557,0.42072487,LOW
362,0.25373906,0.24243511,0.6041504,0.3905124,LOW
363,0.35452712,0.32996067,0.69147635,0.4819369,LOW
364,0.34227908,0.37323958,0.72544837,0.50483495,MEDIUM
365,0.18933135,0.15881856,0.542363,0.32139018,LOW
366,0.43586072,0.3518841,0.66429156,0.5020401,MEDIUM
367,0.054380115,0.0054329275,0.18996876,0.09393142,LOW
368,0.24433617,0.24040364,0.5703445,0.37355977,LOW
369,0.37378323,0.32830504,0.6087664,0.45413303,LOW
370,0.45742074,0.39608425,0.64102834,0.51246285,MEDIUM
371,0.24138412,0.23354813,0.70449287,0.42427683,LOW
372,0.37708125,0.23026754,0.54816717,0.4014715,LOW
373,0.36480588,0.30970067,0.63656753,0.45697898,LOW
374,0.18607475,0.16413113,0.52397084,0.31465012,LOW
375,0.2865504,0.35077688,0.65436804,0.4529454,LOW
376,0.40647995,0.33029574,0.6282741,0.47234234,LOW
377,0.41020143,0.31397364,0.6195108,0.46505684,LOW
378,0.303918,0.2681029,0.5709739,0.39999583,LOW
379,0.28631946,0.35056973,0.6700669,0.45909354,LOW
380,0.36728233,0.32860282,0.642807,0.46588838,LOW
381,0.3494778,0.32949466,0.5978004,0.4428119,LOW
382,0.2284962,0.32585177,0.6403842,0.42245805,LOW
383,0.26040155,0.19449696,0.8367759,0.4711799,LOW
384,0.49448687,0.3546751,0.99491405,0.65271425,MEDIUM
385,0.37689608,0.2519626,0.79804665,0.5078763,MEDIUM
386,0.26220632,0.36915523,0.6402105,0.44549268,LOW
387,0.37921512,0.44911078,0.7537329,0.54999095,MEDIUM
388,0.7082562,0.41228816,0.9789514,0.72774386,MEDIUM
389,0.28376505,0.2642415,0.9276127,0.53544706,MEDIUM
390,0.44254366,0.3083577,0.6828983,0.49842975,LOW
391,0.3136367,0.30601856,0.62362015,0.43534464,LOW
392,0.3409465,0.4073626,0.6143025,0.47021377,LOW
393,0.07064893,0.10923353,0.51482856,0.25989616,LOW
394,0.26654133,0.24837728,0.5985778,0.3939067,LOW
395,0.44737333,0.6441931,0.9911855,0.7239442,MEDIUM
396,0.32068262,0.2765315,0.6184637,0.42654973,LOW
397,0.27367753,0.2888022,0.57171285,0.39742905,LOW
398,0.37379286,0.52984154,0.71902835,0.55870163,MEDIUM
399,0.5117061,0.51640624,0.76026064,0.612538,MEDIUM
400,0.04663076,0.32246205,0.6331825,0.36400086,LOW
401,0.4165621,0.19830228,0.7334767,0.47785002,LOW
402,0.43280485,0.73403305,0.9961863,0.748526,MEDIUM
403,0.0009609089,0.0050261714,0.1848652,0.07574221,LOW
404,0.20563418,0.06916402,0.38126272,0.23494455,LOW
405,0.37402478,0.7276383,0.9925168,0.7275057,MEDIUM
406,0.32639426,0.28333458,0.7264214,0.47348723,LOW
407,0.3978009,0.36043948,0.70797914,0.51066375,MEDIUM
408,0.29958016,0.2957337,0.79888266,0.49814725,LOW
409,0.21210204,0.21388344,0.59981924,0.36772335,LOW
410,0.3702059,0.496398,0.6842703,0.5336893,MEDIUM
411,0.25988746,0.21855856,0.5711663,0.37200034,LOW
412,0.32610446,0.27762926,0.75940317,0.4848814,LOW
413,0.37494257,0.31505966,0.6832085,0.4802841,LOW
414,0.1877968,0.101503834,0.63460946,0.340634,LOW
415,0.23756666,0.27433354,0.6748924,0.42352706,LOW
416,0.47549465,0.47301453,0.7305643,0.5767785,MEDIUM
417,0.34087956,0.53738314,0.9766576,0.6541419,MEDIUM
418,0.37017414,0.33790258,0.64498967,0.4704189,LOW
419,0.35945964,0.3705884,0.666226,0.48550484,LOW
420,0.35635123,0.40829057,0.7311014,0.5218331,MEDIUM
421,0.31087348,0.31390098,0.59183383,0.4241659,LOW
422,0.35690638,0.42363653,0.69112056,0.5106111,MEDIUM
423,0.30947003,0.26454547,0.7016343,0.4528584,LOW
424,0.48382366,0.41516063,0.6334184,0.52306265,MEDIUM
425,0.42084426,0.37455133,0.6215654,0.48724484,LOW
426,0.2902604,0.3048629,0.5767815,0.4092496,LOW
427,0.5106633,0.5545425,0.91830826,0.686885,MEDIUM
428,0.260944,0.21015981,0.5838412,0.37486762,LOW
429,0.016797323,0.0068689026,0.15653072,0.069712155,LOW
430,0.2607871,0.20816953,0.64371794,0.39817417,LOW
431,0.23007672,0.20961536,0.54661226,0.35055256,LOW
432,0.096592784,0.13873689,0.7579204,0.37376705,LOW
433,0.46137258,0.36417025,0.9943217,0.6453915,MEDIUM
434,0.24042971,0.2555088,0.53948426,0.36457527,LOW
435,0.24786717,0.22659548,0.98786443,0.5374846,MEDIUM
436,0.4390547,0.34043872,0.5352838,0.44796157,LOW
437,0.35584652,0.36587676,0.72107583,0.5049473,MEDIUM
438,0.37753382,0.1450739,0.6208856,0.4051366,LOW
439,0.2755934,0.23392846,0.6156251,0.3991066,LOW
440,0.21909593,0.16657892,0.535566,0.32992887,LOW
