node_idx,xgb_score,tgn_score,dyg_score,ensemble_score,risk_level
441,0.3355859,0.2789854,0.62828994,0.43568736,LOW
442,0.35071284,0.2918075,0.73374814,0.48625538,LOW
443,0.22281498,0.26423886,0.6036447,0.38757405,LOW
444,0.26669458,0.19668983,0.63108975,0.3914512,LOW
445,0.30680883,0.25992092,0.6491079,0.4296621,LOW
446,0.19109851,0.1421048,0.5762035,0.33044243,LOW
447,0.24118944,0.3603722,0.61238486,0.42542243,LOW
448,0.4546467,0.44389862,0.6260449,0.5199816,MEDIUM
449,0.3771247,0.33084998,0.65971285,0.47627756,LOW
450,0.27355555,0.38365054,0.6702951,0.46527988,LOW
451,0.3115446,0.26506832,0.69440305,0.4507451,LOW
452,0.37753224,0.30484304,0.64471835,0.46259993,LOW
453,0.027348278,0.16077036,0.5165818,0.26306832,LOW
454,0.31630743,0.24312653,0.5983688,0.40717775,LOW
455,0.1884123,0.16111946,0.6255077,0.35506263,LOW
456,0.42301127,0.36657512,0.79576474,0.55518186,MEDIUM
457,0.4059443,0.43992427,0.6896454,0.52961874,MEDIUM
458,0.5347826,0.49977437,0.9321269,0.6832179,MEDIUM
459,0.3747153,0.32796213,0.736258,0.5053064,MEDIUM
460,0.0521586,0.004907983,0.20285042,0.09826014,LOW
461,0.2546197,0.21287996,0.7214652,0.428836,LOW
462,0.4166496,0.38151622,0.86012125,0.58349824,MEDIUM
463,0.31943178,0.6059778,0.9852652,0.67172897,MEDIUM
464,0.22637405,0.21941675,0.5647191,0.35962486,LOW
465,0.19349028,0.2591578,0.63841003,0.39115846,LOW
466,0.3632382,0.264084,0.94004226,0.5642136,MEDIUM
467,0.42340252,0.4513244,0.76197135,0.5672066,MEDIUM
468,0.38058743,0.3596708,0.68312466,0.49532735,LOW
469,0.3316664,0.44573364,0.779277,0.5449308,MEDIUM
470,0.3602086,0.37048674,0.6853952,0.49336672,LOW
471,0.39698362,0.30980185,0.6772352,0.48292974,LOW
472,0.08013227,0.29983687,0.68322676,0.38728148,LOW
473,0.29440206,0.25791717,0.738437,0.4610706,LOW
474,0.4497741,0.4080344,0.81294507,0.5825206,MEDIUM
475,0.4980964,0.721301,0.9274699,0.7368072,MEDIUM
476,0.37838614,0.44413808,0.5668259,0.47348765,LOW
477,0.3497228,0.3092266,0.65894985,0.46126476,LOW
478,0.26244667,0.40826142,0.65902203,0.46482125,LOW
479,0.3130562,0.2594353,0.99518114,0.5698199,MEDIUM
480,0.4247256,0.39031124,0.74536264,0.5426561,MEDIUM
481,0.27758962,0.25402406,0.61438966,0.40524,LOW
482,0.5384985,0.46340492,0.9611801,0.6850431,MEDIUM
483,0.34896356,0.40540606,0.7213234,0.51484025,MEDIUM
484,0.41660237,0.38478217,0.76159286,0.5450525,MEDIUM
485,0.20668043,0.25634938,0.979302,0.53062975,MEDIUM
486,0.3456157,0.28901353,0.6216521,0.4390496,LOW
487,0.24418826,0.20978121,0.6618723,0.4009398,LOW
488,0.26317382,0.25389677,0.7657196,0.46140903,LOW
489,0.41969314,0.34453678,0.6276606,0.4803332,LOW
490,0.34907386,0.31080434,0.72613037,0.48841563,LOW
491,0.26013628,0.32717645,0.6422343,0.43308756,LOW
492,0.3838997,0.44280764,0.76430905,0.55373585,MEDIUM
493,0.3345718,0.36810747,0.8036775,0.5322748,MEDIUM
494,0.31410348,0.35780293,0.80410206,0.52321273,MEDIUM
495,0.39037254,0.4439832,0.7647578,0.55620986,MEDIUM
496,0.2505425,0.4147265,0.9923999,0.5965407,MEDIUM
497,0.38485122,0.47464412,0.764114,0.5634942,MEDIUM
498,0.19110458,0.20036435,0.62191397,0.3662063,LOW
499,0.664894,0.77772385,0.9916106,0.8294296,HIGH
500,0.59197044,0.34153256,0.66870517,0.54753304,MEDIUM
501,0.25550094,0.31276712,0.9914186,0.56704783,MEDIUM
502,0.3302535,0.4684449,0.7171783,0.52648085,MEDIUM
503,0.3822181,0.31011745,0.9085559,0.571123,MEDIUM
504,0.043368828,0.0057505765,0.21178399,0.099449426,LOW
505,0.35493675,0.31345084,0.67323,0.46980828,LOW
506,0.38027874,0.3334967,0.76521444,0.52021843,MEDIUM
507,0.32539502,0.27879328,0.6823034,0.4541779,LOW
508,0.23091567,0.2375469,0.71288633,0.42569333,LOW
509,0.27521917,0.2703024,0.88071567,0.51594275,MEDIUM
510,0.2416567,0.22282445,0.6115988,0.38398388,LOW
511,0.3353687,0.010209556,0.12789838,0.15483284,LOW
512,0.3477581,0.3255896,0.7067594,0.48470807,LOW
513,0.51882213,0.50148267,0.81341386,0.631457,MEDIUM
514,0.33788395,0.35153615,0.6614784,0.4714174,LOW
515,0.47913745,0.27840164,0.67578226,0.49757463,LOW
516,0.19602242,0.29942304,0.67520124,0.41871417,LOW
517,0.41362754,0.28135177,0.7159038,0.49485534,LOW
518,0.6178169,0.50185245,0.97108793,0.724336,MEDIUM
519,0.25528327,0.3607999,0.66358083,0.4502573,LOW
520,0.38286287,0.32037672,0.77296066,0.52015615,MEDIUM
521,0.26128864,0.24948871,0.6237415,0.4027298,LOW
522,0.36752853,0.2569042,0.7256663,0.47759634,LOW
523,0.38014913,0.4553787,0.92915034,0.6223185,MEDIUM
524,0.37276977,0.27699006,0.5990806,0.4345602,LOW
525,0.3892001,0.38377583,0.7044622,0.51367766,MEDIUM
526,0.38607863,0.38210124,0.6925685,0.50748134,MEDIUM
527,0.31291154,0.28782475,0.6736006,0.44966117,LOW
528,0.3156543,0.42947456,0.7195037,0.51134014,MEDIUM
529,0.46417937,0.3242799,0.85058576,0.5767721,MEDIUM
530,0.19784227,0.2954565,0.69366276,0.42545474,LOW
531,0.3394199,0.30074754,0.6667309,0.45874262,LOW
532,0.5199944,0.28387412,0.75768876,0.54423606,MEDIUM
533,0.22039238,0.19735178,0.5728342,0.35445693,LOW
534,0.23323193,0.20774972,0.67408234,0.40192744,LOW
535,0.26802573,0.26660866,0.63068867,0.41266578,LOW
536,0.2791241,0.27486092,0.65656143,0.4288201,LOW
537,0.3594613,0.35030872,0.757352,0.5158718,MEDIUM
538,0.2580795,0.5425523,0.77015793,0.5482527,MEDIUM
539,0.2614952,0.24607453,0.6774204,0.4232391,LOW
540,0.12639354,0.0107249385,0.17296952,0.110323355,LOW
541,0.16449015,0.4816452,0.84871626,0.5333271,MEDIUM
542,0.37175617,0.2616985,0.71857285,0.47746557,LOW
543,0.28092438,0.28445983,0.6128651,0.4147613,LOW
544,0.13741998,0.016391827,0.098664254,0.08560924,LOW
545,0.37597314,0.36810803,0.6525731,0.48425362,LOW
546,0.36428407,0.30355614,0.65599746,0.46275106,LOW
547,0.15722229,0.11841541,0.53641516,0.29725736,LOW
548,0.3674902,0.36170247,0.692835,0.4958918,LOW
549,0.39247432,0.30980957,0.63204616,0.46350363,LOW
550,0.3829436,0.45219344,0.8247953,0.58045924,MEDIUM
551,0.13931322,0.51719576,0.9075829,0.5599859,MEDIUM
552,0.45601305,0.28255382,0.65435106,0.4833105,LOW
553,0.254214,0.25837532,0.77760446,0.4648186,LOW
554,0.19976114,0.19793889,0.6478084,0.37843335,LOW
555,0.3637568,0.41927016,0.7452886,0.5330236,MEDIUM
556,0.05407095,0.054992966,0.45926464,0.21642503,LOW
557,0.46275425,0.40477738,0.75331646,0.56158614,MEDIUM
558,0.43633515,0.40730327,0.8302541,0.58519316,MEDIUM
559,0.59477633,0.40136456,0.9943968,0.69660103,MEDIUM
560,0.25648853,0.24183054,0.6736511,0.41895616,LOW
561,0.3392554,0.35877877,0.753449,0.5107899,MEDIUM
562,0.3304541,0.2826703,0.6809686,0.4563248,LOW
563,0.047038212,0.0012245686,0.060972817,0.03886796,LOW
564,0.242703,0.20132111,0.74671954,0.43189505,LOW
565,0.41586602,0.30239904,0.6649197,0.4814474,LOW
566,0.32357472,0.285186,0.6259968,0.43302694,LOW
567,0.21935067,0.16279872,0.6310612,0.3670693,LOW
568,0.25227603,0.23337172,0.7622568,0.45059705,LOW
569,0.26460692,0.35561815,0.6249212,0.436036,LOW
570,0.33834407,0.34145272,0.82062584,0.53218937,MEDIUM
571,0.26402152,0.23150183,0.9945312,0.5464695,MEDIUM
572,0.25517416,0.2043247,0.9866588,0.5325132,MEDIUM
573,0.602645,0.32697463,0.7232484,0.56818527,MEDIUM
574,0.28371364,0.24753083,0.69746715,0.4383602,LOW
575,0.36121967,0.3541638,0.992078,0.61144626,MEDIUM
576,0.41520602,0.41637942,0.7595236,0.55328506,MEDIUM
577,0.37932616,0.51109403,0.79861414,0.5865717,MEDIUM
578,0.47592616,0.5379895,0.9890498,0.69979465,MEDIUM
579,0.23878928,0.20924766,0.5976605,0.3734753,LOW
580,0.2808834,0.21667519,0.75931436,0.45299333,LOW
581,0.344527,0.26907888,0.7269135,0.47484717,LOW
582,0.37104988,0.4110366,0.7811163,0.5470725,MEDIUM
583,0.3698782,0.48926654,0.98388624,0.6512979,MEDIUM
584,0.529268,0.28364637,0.7309079,0.5362375,MEDIUM
585,0.5240301,0.57256895,0.9638448,0.71451765,MEDIUM
586,0.23941715,0.21776642,0.63363266,0.39060816,LOW
587,0.34770557,0.28624818,0.98585397,0.58452773,MEDIUM
588,0.11705363,0.020798672,0.4264939,0.21195325,LOW
589,0.29741615,0.26356092,0.6009904,0.4086893,LOW
590,0.34101996,0.31258568,0.64618963,0.45455757,LOW
591,0.26173696,0.24674083,0.99132794,0.54907453,MEDIUM
592,0.3538116,0.22415216,0.7296047,0.46523103,LOW
593,0.35341042,0.4359136,0.81084794,0.56113636,MEDIUM
594,0.32786492,0.39736298,0.6911013,0.4940089,LOW
595,0.23587613,0.2508406,0.9926258,0.5430653,MEDIUM
596,0.2424794,0.20168741,0.98568153,0.5275227,MEDIUM
597,0.33972922,0.25484222,0.9642606,0.5640757,MEDIUM
598,0.33133116,0.41789082,0.9945168,0.6225734,MEDIUM
599,0.36394578,0.3209115,0.7192087,0.49314067,LOW
600,0.4203204,0.17743072,0.9938066,0.57684803,MEDIUM
601,0.026010565,0.019959336,0.06678558,0.040505204,LOW
602,0.33483562,0.25154027,0.79929584,0.4956311,LOW
603,0.34880623,0.40135384,0.9940183,0.6226554,MEDIUM
604,0.39083713,0.40425375,0.98887104,0.6340757,MEDIUM
605,0.20523946,0.20550759,0.5649816,0.34921676,LOW
606,0.24493968,0.2342176,0.61711246,0.3905922,LOW
607,0.20724447,0.10977687,0.5726936,0.32418385,LOW
608,0.42237872,0.41934326,0.9596417,0.6363733,MEDIUM
609,0.5718093,0.36831847,0.79406905,0.599666,MEDIUM
610,0.5125228,0.2652296,0.9228812,0.60247827,MEDIUM
611,0.23426631,0.23715433,0.9880195,0.536634,MEDIUM
612,0.3754357,0.47511116,0.98661125,0.6498085,MEDIUM
613,0.18942544,0.17701721,0.6451208,0.36798114,LOW
614,0.38894758,0.30311194,0.7498652,0.50756395,MEDIUM
615,0.48306382,0.5811264,0.9926484,0.71631646,MEDIUM
616,0.65919465,0.40521184,0.99285394,0.71646357,MEDIUM
617,0.2791915,0.1852886,0.6823808,0.41229635,LOW
618,0.35912117,0.79850984,0.9822597,0.74019325,MEDIUM
619,0.25247097,0.25760585,0.5817128,0.38570815,LOW
620,0.27153516,0.21359316,0.67828906,0.41685414,LOW
621,0.23275147,0.26840222,0.60113,0.39079812,LOW
622,0.5384054,0.90055543,0.89989907,0.7916479,MEDIUM
623,0.60527927,0.4272561,0.9853184,0.703888,MEDIUM
624,0.36429465,0.33117217,0.9606684,0.5929074,MEDIUM
625,0.369906,0.45153928,0.65809214,0.50967044,MEDIUM
626,0.32628927,0.2943552,0.8955267,0.54440403,MEDIUM
627,0.10965059,0.016654205,0.53759384,0.25292897,LOW
628,0.37756965,0.23964986,0.72217065,0.47403413,LOW
629,0.3161229,0.32545775,0.6292018,0.44415492,LOW
630,0.53502476,0.31100023,0.8054296,0.57597935,MEDIUM
631,0.33862358,0.24949047,0.6202779,0.42454538,LOW
632,0.32463267,0.26535755,0.576367,0.4075439,LOW
633,0.2269548,0.2195179,0.636856,0.38868424,LOW
634,0.45943525,0.20844989,0.9693494,0.5881053,MEDIUM
635,0.4889601,0.64802986,0.8306363,0.6733515,MEDIUM
636,0.33465108,0.28645793,0.64048624,0.4425272,LOW
637,0.051484708,0.01766479,0.44047645,0.19693543,LOW
638,0.241282,0.23126228,0.92273927,0.510859,MEDIUM
639,0.24070974,0.28252858,0.57194287,0.38574868,LOW
640,0.41748044,0.37033966,0.60237765,0.4772971,LOW
641,0.24064803,0.3425202,0.6869859,0.44974485,LOW
642,0.311478,0.40382764,0.6561495,0.4770515,LOW
643,0.20429313,0.357258,0.610912,0.41283017,LOW
644,0.35762286,0.30783916,0.6871416,0.47449526,LOW
645,0.1888847,0.28523207,0.9950741,0.5402647,MEDIUM
646,0.3312402,0.18640165,0.59240574,0.3922549,LOW
647,0.2829455,0.25211865,0.68252313,0.43352854,LOW
648,0.352085,0.2850648,0.65473926,0.45304066,LOW
649,0.23668124,0.24845915,0.99315464,0.542804,MEDIUM
650,0.33054256,0.31370535,0.65107554,0.4537046,LOW
651,0.23367746,0.2383365,0.7245217,0.43141288,LOW
652,0.30417737,0.3740062,0.68510616,0.47749755,LOW
653,0.43835503,0.27495545,0.6592809,0.47770554,LOW
654,0.2370271,0.21721004,0.7208397,0.42460704,LOW
655,0.27332613,0.29438362,0.9918566,0.5670556,MEDIUM
656,0.27953774,0.19943227,0.5960241,0.38210064,LOW
657,0.24398051,0.20543472,0.58010155,0.36686522,LOW
658,0.38311315,0.3423097,0.98027027,0.609735,MEDIUM
659,0.301515,0.37411562,0.64417404,0.46035883,LOW
660,0.2059143,0.20176366,0.53514695,0.33636218,LOW
661,0.24206568,0.200456,0.5802717,0.36486518,LOW
662,0.2622811,0.2200625,0.6133972,0.39006197,LOW
663,0.32598478,0.3358367,0.6157533,0.44484776,LOW
664,0.34927636,0.34832922,0.7350486,0.50330114,MEDIUM
665,0.39640543,0.327262,0.6736301,0.4865523,LOW
666,0.22858284,0.21569343,0.65307736,0.39451385,LOW
667,0.29509783,0.25012383,0.7291834,0.45523986,LOW
668,0.3614969,0.37604725,0.73588234,0.5156162,MEDIUM
669,0.2592106,0.2613543,0.6134492,0.40154916,LOW
670,0.33178598,0.25617853,0.65167326,0.4370587,LOW
671,0.20274346,0.32373515,0.6078167,0.40107024,LOW
672,0.43122625,0.36306572,0.72247535,0.5272777,MEDIUM
673,0.2981398,0.30371007,0.6390367,0.43616968,LOW
674,0.33588004,0.30469555,0.67738134,0.46312523,LOW
675,0.032160334,0.00054516725,0.009175352,0.013481792,LOW
676,0.56030154,0.47682008,0.76561403,0.6173821,MEDIUM
677,0.18335699,0.33496773,0.664037,0.42111224,LOW
678,0.21699718,0.1954949,0.55930036,0.34746778,LOW
679,0.35545653,0.35236564,0.7124471,0.49732548,LOW
680,0.32011673,0.36309713,0.7399469,0.50094295,MEDIUM
681,0.2311876,0.24814902,0.99418324,0.54147434,MEDIUM
682,0.43074486,0.340453,0.9853828,0.6255125,MEDIUM
683,0.20994462,0.19550887,0.99265057,0.5186963,MEDIUM
684,0.23617761,0.21720192,0.5774427,0.36699095,LOW
685,0.19320701,0.2128364,0.59821224,0.36109793,LOW
686,0.51430315,0.5116853,0.68685687,0.5825393,MEDIUM
687,0.42164496,0.3564195,0.9724668,0.6224061,MEDIUM
688,0.46988547,0.36704475,0.72976077,0.5429834,MEDIUM
689,0.22385821,0.18043843,0.52302474,0.3304989,LOW
690,0.20821401,0.2570077,0.6715552,0.4081886,LOW
691,0.18368003,0.21324223,0.5865727,0.35370576,LOW
692,0.36677235,0.4357647,0.7637369,0.5462559,MEDIUM
693,0.42657667,0.44901866,0.78051,0.5748826,MEDIUM
694,0.30833966,0.45429617,0.6583848,0.49214467,LOW
695,0.17404474,0.10487762,0.65179753,0.34439576,LOW
696,0.31454682,0.3093142,0.5887211,0.42264676,LOW
697,0.32591683,0.3177452,0.6809136,0.46546406,LOW
698,0.8187011,0.35945424,0.86286926,0.69859433,MEDIUM
699,0.31549466,0.2298002,0.64912647,0.42323905,LOW
700,0.3491848,0.23605534,0.9874374,0.57054704,MEDIUM
701,0.690532,0.3191566,0.7212324,0.59139955,MEDIUM
702,0.31636244,0.26632974,0.55732185,0.39773643,LOW
703,0.4835805,0.42830697,0.98295873,0.6667497,MEDIUM
704,0.39085448,0.22713962,0.5911463,0.42185676,LOW
705,0.45426598,0.29169878,0.833708,0.5572727,MEDIUM
706,0.36842656,0.269935,0.70459473,0.47334638,LOW
707,0.2433834,0.24615511,0.5712694,0.3753693,LOW
708,0.24143119,0.24991247,0.62036765,0.39555016,LOW
709,0.21784261,0.13901323,0.55069155,0.3273334,LOW
710,0.37614888,0.3359598,0.6391181,0.46927986,LOW
711,0.0020671624,6.0956336e-05,0.005256335,0.0027409696,LOW
712,0.37675232,0.3020382,0.93336856,0.5769846,MEDIUM
713,0.19788073,0.2089309,0.6212756,0.37055373,LOW
714,0.34817028,0.539932,0.79646605,0.58501714,MEDIUM
715,0.36211073,0.34392652,0.6969129,0.49057636,LOW
716,0.00058925484,0.00570581,0.17208774,0.07072362,LOW
717,0.8262307,0.43254334,0.9908264,0.7739628,MEDIUM
718,0.25478747,0.25025254,0.62911946,0.4031598,LOW
719,0.498609,0.11419416,0.34590203,0.3222018,LOW
720,0.035961147,0.050676636,0.44477057,0.20389956,LOW
721,0.37749204,0.41934696,0.98898697,0.63464653,MEDIUM
722,0.11014157,0.020112721,0.29706073,0.15790059,LOW
723,0.30644506,0.2976772,0.7419953,0.4780348,LOW
724,0.25728413,0.20882107,0.7352938,0.4339491,LOW
725,0.23348573,0.026741147,0.562655,0.30313006,LOW
726,0.51521075,0.39678478,0.54208153,0.4904313,LOW
727,0.22192639,0.31972006,0.69159013,0.43913,LOW
728,0.49677128,0.39738762,0.74135554,0.5647899,MEDIUM
729,0.22122225,0.22463492,0.9947261,0.5316476,MEDIUM
730,0.23606876,0.2118484,0.5842104,0.36805934,LOW
731,0.4081364,0.37901214,0.9929744,0.63333434,MEDIUM
732,0.27875268,0.30404186,0.6107825,0.41915137,LOW
733,0.37133667,0.37647706,0.65817463,0.487614,LOW
734,0.122960046,0.30392265,0.31060162,0.25230545,LOW
735,0.27680707,0.24124876,0.7263628,0.4459619,LOW
736,0.42119944,0.4361444,0.7486757,0.5566734,MEDIUM
737,0.20747569,0.37658498,0.76961565,0.48306447,LOW
738,0.4375706,0.26113766,0.73033625,0.501747,MEDIUM
739,0.3776077,0.61942136,0.9907477,0.69540787,MEDIUM
740,0.4229762,0.3087419,0.60128725,0.46003035,LOW
741,0.34098375,0.37125632,0.83066535,0.5459382,MEDIUM
742,0.3515225,0.3405264,0.80845463,0.53099656,MEDIUM
743,0.38209936,0.2935216,0.59148365,0.4392798,LOW
744,0.38341725,0.3059876,0.72987866,0.49877292,LOW
745,0.26645672,0.22705303,0.64310575,0.40529522,LOW
746,0.3701646,0.4185948,0.8054716,0.5588165,MEDIUM
747,0.3552463,0.33832192,0.99260944,0.6051143,MEDIUM
748,0.24336863,0.21096233,0.6243355,0.3860335,LOW
749,0.3782803,0.2876598,0.99249965,0.5967819,MEDIUM
750,0.22135016,0.35433778,0.66100997,0.4371104,LOW
751,0.46927932,0.30123964,0.8205849,0.55938965,MEDIUM
752,0.28713274,0.23252647,0.6303201,0.4080258,LOW
753,0.18653725,0.09000645,0.5978178,0.3220902,LOW
754,0.3953375,0.50693876,0.6826417,0.54373956,MEDIUM
755,0.22757235,0.2596548,0.60463315,0.3880214,LOW
756,0.002213241,0.012047955,0.018675134,0.011748413,LOW
757,0.35268143,0.31818536,0.7833644,0.5146058,MEDIUM
758,0.21457274,0.21181332,0.6459694,0.3863036,LOW
759,0.2534374,0.23277326,0.9550744,0.52789295,MEDIUM
760,0.54212487,0.099270284,0.9954574,0.5906015,MEDIUM
761,0.00074667693,0.0045767785,0.19461253,0.079442054,LOW
762,0.22266056,0.20451409,0.61370987,0.37363636,LOW
763,0.4151609,0.4226039,0.6631748,0.5165994,MEDIUM
764,0.48503587,0.60117275,0.99419785,0.72354174,MEDIUM
765,0.39599562,0.20214666,0.9934529,0.57682383,MEDIUM
766,0.44249314,0.24157542,0.6192812,0.45293307,LOW
767,0.24692403,0.22199729,0.5591548,0.36433834,LOW
768,0.3899514,0.31697574,0.76754975,0.51909804,MEDIUM
769,0.34241888,0.3039117,0.8266787,0.5245707,MEDIUM
770,0.26365793,0.31988683,0.66385305,0.44060466,LOW
771,0.3811917,0.49771175,0.75204295,0.56448823,MEDIUM
772,0.6239239,0.33471745,0.61704385,0.53440994,MEDIUM
773,0.26024354,0.31342632,0.6079743,0.41529068,LOW
774,0.25337073,0.21720728,0.6500861,0.40120786,LOW
775,0.5885768,0.5159039,0.9697437,0.71924174,MEDIUM
776,0.22542262,0.18983972,0.8068475,0.44731772,LOW
777,0.35600096,0.3545154,0.65487874,0.47510642,LOW
778,0.31518146,0.3473017,0.64771384,0.4578305,LOW
779,0.4660746,0.31107056,0.7540791,0.5347752,MEDIUM
780,0.36881432,0.29225144,0.7912066,0.51480234,MEDIUM
781,0.37029657,0.35426307,0.67908186,0.48900068,LOW
782,0.25608617,0.22763689,0.610457,0.38929975,LOW
783,0.36714727,0.5059021,0.8113831,0.5864681,MEDIUM
784,0.38233906,0.38810095,0.7944081,0.54889524,MEDIUM
785,0.08793419,0.015649142,0.2716621,0.13973984,LOW
786,0.23063588,0.3980623,0.66072667,0.4529001,LOW
787,0.28775176,0.22626302,0.63245076,0.40718478,LOW
788,0.041740768,0.0054266574,0.2930306,0.13136247,LOW
789,0.050811246,0.005384575,0.19366257,0.09432378,LOW
790,0.24623616,0.23600149,0.60164547,0.38532948,LOW
791,0.41137436,0.32250023,0.9833825,0.6135154,MEDIUM
792,0.4544606,0.4583764,0.9778537,0.6649926,MEDIUM
793,0.22298813,0.22528099,0.5350495,0.34850055,LOW
794,0.32382417,0.24460231,0.9914756,0.56711817,MEDIUM
795,0.51292974,0.46354648,0.7935741,0.61037254,MEDIUM
796,0.6216851,0.9084495,0.9726606,0.8481046,HIGH
797,0.49294183,0.9694299,0.99384093,0.8362479,HIGH
798,0.50579935,0.43455356,0.99131376,0.67863137,MEDIUM
799,0.78901607,0.35928524,0.99434245,0.74222744,MEDIUM
800,0.2861749,0.26706198,0.5824572,0.39895394,LOW
801,0.74977523,0.36948413,0.99084455,0.7321156,MEDIUM
802,0.417862,0.8580476,0.98835003,0.7781129,MEDIUM
803,0.35882875,0.31583607,0.66316086,0.46766382,LOW
804,0.4484043,0.30588812,0.9922998,0.6232077,MEDIUM
805,0.28960246,0.20704788,0.9745256,0.53880537,MEDIUM
806,0.40856713,0.45241097,0.9773244,0.6492232,MEDIUM
807,0.5973465,0.1902932,0.7954187,0.5544594,MEDIUM
808,0.2619268,0.2723288,0.99532014,0.55840474,MEDIUM
809,0.42803335,0.37325722,0.713824,0.52591676,MEDIUM
810,0.16193837,0.37271848,0.7231304,0.4496492,LOW
811,0.56511974,0.46980065,0.9817691,0.70318377,MEDIUM
812,0.4398334,0.36464268,0.76759374,0.5483803,MEDIUM
813,0.39636654,0.3704196,0.7414016,0.5265965,MEDIUM
814,0.55285263,0.5644967,0.76960796,0.643048,MEDIUM
815,0.33824295,0.25692675,0.74800664,0.47775358,LOW
816,0.73436624,0.3311758,0.9911083,0.71610594,MEDIUM
817,0.49418065,0.57373613,0.68429005,0.59409106,MEDIUM
818,0.24933285,0.26873288,0.99330807,0.55274296,MEDIUM
819,0.19429334,0.20344274,0.6715595,0.38794464,LOW
820,0.21743326,0.20775828,0.9919559,0.52433985,MEDIUM
821,0.33054033,0.4421185,0.69884133,0.5113342,MEDIUM
822,0.23483929,0.21329248,0.5435592,0.3518632,LOW
823,0.05929638,0.019852018,0.030012056,0.035749342,LOW
824,0.5884047,0.5159506,0.93219084,0.704183,MEDIUM
825,0.5426485,0.23929039,0.67940915,0.50634533,MEDIUM
826,0.38346568,0.58955616,0.9951768,0.6899773,MEDIUM
827,0.33179772,0.3083401,0.77566934,0.5023091,MEDIUM
828,0.2772879,0.25348896,0.70012426,0.43928277,LOW
829,0.36095023,0.65603334,0.99401337,0.70270044,MEDIUM
830,0.3542535,0.29039595,0.70032126,0.47352335,LOW
831,0.24926811,0.24670443,0.62766075,0.39985606,LOW
832,0.73187643,0.2584652,0.9931765,0.69437313,MEDIUM
833,0.5531718,0.5304063,0.9903632,0.7212187,MEDIUM
834,0.30341595,0.15272984,0.7429801,0.4340358,LOW
835,0.49705964,0.4754136,0.85976547,0.63564813,MEDIUM
836,0.3253442,0.25157103,0.6795751,0.44490463,LOW
837,0.3271393,0.38312343,0.9924793,0.6100706,MEDIUM
838,0.24094552,0.34519458,0.71961707,0.46368885,LOW
839,0.00074667693,0.004680565,0.21424066,0.08732444,LOW
840,0.42606694,0.5258054,0.78729045,0.60047793,MEDIUM
841,0.26734555,0.24490215,0.5919627,0.3904594,LOW
842,0.20724262,0.35417417,0.78136027,0.48096913,LOW
843,0.4760958,0.42191356,0.9878627,0.6645479,MEDIUM
844,0.53791285,0.6261535,0.9927827,0.746333,MEDIUM
845,0.6348074,0.9354855,0.98620945,0.8655717,HIGH
846,0.22002158,0.21313015,0.6096708,0.37381387,LOW
847,0.43734077,0.34439686,0.78038615,0.5466758,MEDIUM
848,0.2394884,0.21526207,0.6446945,0.39430293,LOW
849,0.1438308,0.35738006,0.6314743,0.402953,LOW
850,0.43021238,0.45951772,0.71650153,0.55351967,MEDIUM
851,0.42383745,0.3481057,0.9545942,0.6134206,MEDIUM
852,0.2251455,0.38663813,0.67644525,0.45411322,LOW
853,0.22964585,0.28101337,0.9935915,0.5506344,MEDIUM
854,0.31152666,0.5227962,0.99206585,0.6471232,MEDIUM
855,0.35003155,0.25707376,0.6976259,0.46118194,LOW
856,0.5356252,0.47494087,0.99253607,0.7001843,MEDIUM
857,0.34268388,0.31729487,0.732719,0.49108124,LOW
858,0.196463,0.14853409,0.16267918,0.1685708,LOW
859,0.29654825,0.25052366,0.61492974,0.4100935,LOW
860,0.3559463,0.27185777,0.6904798,0.46453315,LOW
861,0.12982543,0.33566195,0.6298989,0.3916058,LOW
862,0.33520132,0.37019584,0.8170821,0.538452,MEDIUM
863,0.45584518,0.370784,0.66856337,0.5154141,MEDIUM
864,0.41040754,0.3485613,0.74505424,0.5257124,MEDIUM
865,0.36616254,0.38041195,0.73550934,0.5181761,MEDIUM
866,0.33855817,0.40393615,0.84141856,0.55931574,MEDIUM
867,0.32137206,0.3231403,0.71540016,0.4795138,LOW
868,0.32482195,0.26946324,0.6514508,0.4388659,LOW
869,0.20953287,0.23655474,0.52841777,0.3451934,LOW
870,0.66001785,0.43271074,0.99216074,0.72468287,MEDIUM
871,0.43914345,0.28578034,0.6949888,0.49547267,LOW
872,0.34972125,0.31445304,0.9935727,0.59668136,MEDIUM
873,0.30006787,0.2451929,0.7005935,0.44381565,LOW
874,0.09288156,0.02350027,0.33971104,0.17079897,LOW
875,0.40249062,0.27549356,0.74419355,0.50107265,MEDIUM
876,0.23058572,0.22293979,0.6080074,0.3792606,LOW
877,0.39906293,0.4222137,0.7866524,0.561044,MEDIUM
878,0.46556646,0.48815814,0.688889,0.561673,MEDIUM
879,0.21463305,0.25584146,0.5763938,0.37169987,LOW
880,0.23522307,0.17826101,0.6381716,0.3793139,LOW
881,0.3908885,0.1430335,0.43414506,0.33383465,LOW
882,0.10366581,0.039183818,0.4494254,0.22262505,LOW
883,0.33093426,0.3173311,0.6848556,0.46842185,LOW
884,0.20736644,0.19704573,0.91805357,0.48854512,LOW
885,0.5450876,0.92092234,0.99479574,0.83772135,HIGH
886,0.0006117323,0.016705949,0.22108912,0.093630955,LOW
887,0.3559463,0.24247615,0.9141893,0.5452025,MEDIUM
